layer,method,auc,aoc
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,Gradient,0.642317955208842,0.6260311936261209
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,LRP-eps,0.17789662276935075,0.7822304497456878
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,LRP-gamma,0.1947687644263974,0.764448960330781
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,LRP-zplus,0.8493489680547898,0.7862116161745775
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,activation,0.7158239160235271,0.657929208920245
instance_perturbation_module.backbone.ERBlock_6.2.cspsppf.cv5.block.conv,random,0.5180138317138528,0.4783184781559867
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,GradCAM,0.7324539183976352,0.6596714949523796
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,Gradient,0.7745949621749701,0.6194656966578047
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,LRP-eps,0.5669315195553726,0.626284513129332
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,LRP-gamma,0.46675323915421313,0.5972984370610642
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,LRP-zplus,0.47362414409932985,0.6290733181009267
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,activation,0.3645715350523302,0.5038286162377537
instance_perturbation_module.backbone.ERBlock_3.1.conv1.rbr_dense.conv,random,0.35771130831778825,0.5451102587120833
instance_perturbation_module.detect.reg_convs.3.block.conv,GradCAM,0.0,1.0
instance_perturbation_module.detect.reg_convs.3.block.conv,Gradient,0.0,1.0
instance_perturbation_module.detect.reg_convs.3.block.conv,LRP-eps,0.0,1.0
instance_perturbation_module.detect.reg_convs.3.block.conv,LRP-gamma,0.0,1.0
instance_perturbation_module.detect.reg_convs.3.block.conv,LRP-zplus,0.0,1.0
instance_perturbation_module.detect.reg_convs.3.block.conv,activation,0.0,1.0
instance_perturbation_module.detect.reg_convs.3.block.conv,random,0.0,1.0
instance_perturbation_module.detect.cls_preds.1,GradCAM,0.47428018273557837,0.5663867960736019
instance_perturbation_module.detect.cls_preds.1,Gradient,0.4752394296138993,0.5737627968895094
instance_perturbation_module.detect.cls_preds.1,LRP-eps,0.4752394296138993,0.5737627968895094
instance_perturbation_module.detect.cls_preds.1,LRP-gamma,0.4752394296138993,0.5737627968895094
instance_perturbation_module.detect.cls_preds.1,LRP-zplus,0.4752394296138993,0.5737627968895094
instance_perturbation_module.detect.cls_preds.1,activation,0.4322193884495104,0.5255165312021135
instance_perturbation_module.detect.cls_preds.1,random,0.477761124150651,0.5968196034644313
